;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 2013-10-08 21:27:27
;----------------------------------------------

;Address Opcode 	ASM
0x03D6	0xF000CFEE  	MOVFF       POSTINC0, R0
0x03DA	0xFFE1C004  	MOVFF       R4, FSR1
0x03DE	0xFFE2C005  	MOVFF       R5, FSR1H
0x03E2	0x0E40      	MOVLW       64
0x03E4	0x1400      	ANDWF       R0, 0 
0x03E6	0x6EE6      	MOVWF       POSTINC1 
0x03E8	0xFFE9C004  	MOVFF       R4, FSR0
0x03EC	0xFFEAC005  	MOVFF       R5, FSR0H
0x03F0	0xF000CFEE  	MOVFF       POSTINC0, R0
0x03F4	0xFFE1C004  	MOVFF       R4, FSR1
0x03F8	0xFFE2C005  	MOVFF       R5, FSR1H
0x03FC	0x0E88      	MOVLW       136
0x03FE	0x1000      	IORWF       R0, 0 
0x0400	0x6EE6      	MOVWF       POSTINC1 
0x0402	0x5127      	MOVF        FARG___Lib_USB_genHID_USB_Transfer_Packet_dir, 0, 1
0x0404	0x0A00      	XORLW       0
0x0406	0xE01B      	BZ          L___Lib_USB_genHID_USB_Transfer_Packet197
0x0408	0xF000C326  	MOVFF       FARG___Lib_USB_genHID_USB_Transfer_Packet_ep, R0
0x040C	0x0E00      	MOVLW       0
0x040E	0x6E01      	MOVWF       R1 
0x0410	0x3600      	RLCF        R0, 1 
0x0412	0x9000      	BCF         R0, 0 
0x0414	0x3601      	RLCF        R1, 1 
0x0416	0x0EE0      	MOVLW       __Lib_USB_genHID_BDTEntry_InPtr
0x0418	0x2400      	ADDWF       R0, 0 
0x041A	0x6E02      	MOVWF       R2 
0x041C	0x0E00      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_InPtr)
0x041E	0x2001      	ADDWFC      R1, 0 
0x0420	0x6E03      	MOVWF       R3 
0x0422	0xFFE9C002  	MOVFF       R2, FSR0
0x0426	0xFFEAC003  	MOVFF       R3, FSR0H
0x042A	0x0E04      	MOVLW       4
0x042C	0x18EE      	XORWF       POSTINC0, 0 
0x042E	0x6E00      	MOVWF       R0 
0x0430	0xFFE1C002  	MOVFF       R2, FSR1
0x0434	0xFFE2C003  	MOVFF       R3, FSR1H
0x0438	0xFFE6C000  	MOVFF       R0, POSTINC1
0x043C	0xD01A      	BRA         L___Lib_USB_genHID_USB_Transfer_Packet198
L___Lib_USB_genHID_USB_Transfer_Packet197:
0x043E	0xF000C326  	MOVFF       FARG___Lib_USB_genHID_USB_Transfer_Packet_ep, R0
0x0442	0x0E00      	MOVLW       0
0x0444	0x6E01      	MOVWF       R1 
0x0446	0x3600      	RLCF        R0, 1 
0x0448	0x9000      	BCF         R0, 0 
0x044A	0x3601      	RLCF        R1, 1 
0x044C	0x0EE5      	MOVLW       __Lib_USB_genHID_BDTEntry_OutPtr
0x044E	0x2400      	ADDWF       R0, 0 
0x0450	0x6E02      	MOVWF       R2 
0x0452	0x0E00      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_OutPtr)
0x0454	0x2001      	ADDWFC      R1, 0 
0x0456	0x6E03      	MOVWF       R3 
0x0458	0xFFE9C002  	MOVFF       R2, FSR0
0x045C	0xFFEAC003  	MOVFF       R3, FSR0H
0x0460	0x0E04      	MOVLW       4
0x0462	0x18EE      	XORWF       POSTINC0, 0 
0x0464	0x6E00      	MOVWF       R0 
0x0466	0xFFE1C002  	MOVFF       R2, FSR1
0x046A	0xFFE2C003  	MOVFF       R3, FSR1H
0x046E	0xFFE6C000  	MOVFF       R0, POSTINC1
L___Lib_USB_genHID_USB_Transfer_Packet198:
0x0472	0xF000C004  	MOVFF       R4, R0
0x0476	0xF001C005  	MOVFF       R5, R1
0x047A	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Transfer_Packet
__Lib_USB_genHID_USB_CB_Init_EP:
0x047C	0x0101      	MOVLB       1
0x047E	0x5304      	MOVF        __Lib_USB_genHID__Is_HID, 1, 1
0x0480	0xE015      	BZ          L___Lib_USB_genHID_USB_CB_Init_EP227
0x0482	0x0E01      	MOVLW       1
0x0484	0x0103      	MOVLB       3
0x0486	0x6F26      	MOVWF       FARG___Lib_USB_genHID_USB_Enable_Endpoint_ep, 1
0x0488	0x0E1E      	MOVLW       30
0x048A	0x6F27      	MOVWF       FARG___Lib_USB_genHID_USB_Enable_Endpoint_options, 1
0x048C	0xDF4E      	RCALL       __Lib_USB_genHID_USB_Enable_Endpoint
0x048E	0x0E01      	MOVLW       1
0x0490	0x6F26      	MOVWF       FARG___Lib_USB_genHID_USB_Transfer_Packet_ep, 1
0x0492	0x6B27      	CLRF        FARG___Lib_USB_genHID_USB_Transfer_Packet_dir, 1
0x0494	0xF328C105  	MOVFF       __Lib_USB_genHID_USB_Read_Buffer, FARG___Lib_USB_genHID_USB_Transfer_Packet_data_
0x0498	0xF329C106  	MOVFF       __Lib_USB_genHID_USB_Read_Buffer+1, FARG___Lib_USB_genHID_USB_Transfer_Packet_data_+1
0x049C	0x0E40      	MOVLW       64
0x049E	0x6F2A      	MOVWF       FARG___Lib_USB_genHID_USB_Transfer_Packet_len, 1
0x04A0	0xDF5D      	RCALL       __Lib_USB_genHID_USB_Transfer_Packet
0x04A2	0xF0FAC000  	MOVFF       R0, __Lib_USB_genHID_USB_Out_Handle
0x04A6	0xF0FBC001  	MOVFF       R1, __Lib_USB_genHID_USB_Out_Handle+1
0x04AA	0xD014      	BRA         L___Lib_USB_genHID_USB_CB_Init_EP228
L___Lib_USB_genHID_USB_CB_Init_EP227:
0x04AC	0x0103      	MOVLB       3
0x04AE	0x0E01      	MOVLW       1
0x04B0	0x6F26      	MOVWF       FARG___Lib_USB_genHID_USB_Enable_Endpoint_ep, 1
0x04B2	0x0E1E      	MOVLW       30
0x04B4	0x6F27      	MOVWF       FARG___Lib_USB_genHID_USB_Enable_Endpoint_options, 1
0x04B6	0xDF39      	RCALL       __Lib_USB_genHID_USB_Enable_Endpoint
0x04B8	0x0E01      	MOVLW       1
0x04BA	0x6F26      	MOVWF       FARG___Lib_USB_genHID_USB_Transfer_Packet_ep, 1
0x04BC	0x6B27      	CLRF        FARG___Lib_USB_genHID_USB_Transfer_Packet_dir, 1
0x04BE	0xF328C105  	MOVFF       __Lib_USB_genHID_USB_Read_Buffer, FARG___Lib_USB_genHID_USB_Transfer_Packet_data_
0x04C2	0xF329C106  	MOVFF       __Lib_USB_genHID_USB_Read_Buffer+1, FARG___Lib_USB_genHID_USB_Transfer_Packet_data_+1
0x04C6	0x0E40      	MOVLW       64
0x04C8	0x6F2A      	MOVWF       FARG___Lib_USB_genHID_USB_Transfer_Packet_len, 1
0x04CA	0xDF48      	RCALL       __Lib_USB_genHID_USB_Transfer_Packet
0x04CC	0xF0FAC000  	MOVFF       R0, __Lib_USB_genHID_USB_Out_Handle
0x04D0	0xF0FBC001  	MOVFF       R1, __Lib_USB_genHID_USB_Out_Handle+1
L___Lib_USB_genHID_USB_CB_Init_EP228:
0x04D4	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CB_Init_EP
__Lib_USB_genHID_USB_CB_Check_Other_Req:
0x04D6	0x0101      	MOVLB       1
0x04D8	0x5304      	MOVF        __Lib_USB_genHID__Is_HID, 1, 1
0x04DA	0xE001      	BZ          L___Lib_USB_genHID_USB_CB_Check_Other_Req226
0x04DC	0xDE90      	RCALL       __Lib_USB_genHID_USB_Check_HID_Request
L___Lib_USB_genHID_USB_CB_Check_Other_Req226:
0x04DE	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CB_Check_Other_Req
_Delay_5500us:
0x04E0	0x0E56      	MOVLW       86
0x04E2	0x6E0C      	MOVWF       R12, 0
0x04E4	0x0EB5      	MOVLW       181
0x04E6	0x6E0D      	MOVWF       R13, 0
L__Delay_5500us14:
0x04E8	0x2E0D      	DECFSZ      R13, 1, 0
0x04EA	0xD7FE      	BRA         L__Delay_5500us14
0x04EC	0x2E0C      	DECFSZ      R12, 1, 0
0x04EE	0xD7FC      	BRA         L__Delay_5500us14
0x04F0	0x0000      	NOP
0x04F2	0x0000      	NOP
0x04F4	0x0012      	RETURN      0
; end of _Delay_5500us
_Delay_50us:
0x04F6	0x0EC7      	MOVLW       199
0x04F8	0x6E0D      	MOVWF       R13, 0
L__Delay_50us8:
0x04FA	0x2E0D      	DECFSZ      R13, 1, 0
0x04FC	0xD7FE      	BRA         L__Delay_50us8
0x04FE	0x0000      	NOP
0x0500	0x0000      	NOP
0x0502	0x0012      	RETURN      0
; end of _Delay_50us
_Mul_16x16_U:
0x0504	0x6A0B      	CLRF        R11, 0
0x0506	0x6A0A      	CLRF        R10, 0
0x0508	0x6A09      	CLRF        R9, 0
0x050A	0x5000      	MOVF        R0, 0, 0
0x050C	0x0204      	MULWF       R4, 0
0x050E	0xF009CFF4  	MOVFF       PRODH, R9
0x0512	0xF008CFF3  	MOVFF       PRODL, R8
0x0516	0x5001      	MOVF        R1, 0, 0
0x0518	0x0205      	MULWF       R5, 0
0x051A	0xF00BCFF4  	MOVFF       PRODH, R11
0x051E	0xF00ACFF3  	MOVFF       PRODL, R10
0x0522	0x5000      	MOVF        R0, 0, 0
0x0524	0x0205      	MULWF       R5, 0
0x0526	0x50F3      	MOVF        PRODL, 0, 0
0x0528	0x2609      	ADDWF       R9, 1, 0
0x052A	0x50F4      	MOVF        PRODH, 0, 0
0x052C	0x220A      	ADDWFC      R10, 1, 0
0x052E	0x6AE8      	CLRF        WREG, 0
0x0530	0x220B      	ADDWFC      R11, 1, 0
0x0532	0x5001      	MOVF        R1, 0, 0
0x0534	0x0204      	MULWF       R4, 0
0x0536	0x50F3      	MOVF        PRODL, 0, 0
0x0538	0x2609      	ADDWF       R9, 1, 0
0x053A	0x50F4      	MOVF        PRODH, 0, 0
0x053C	0x220A      	ADDWFC      R10, 1, 0
0x053E	0x6AE8      	CLRF        WREG, 0
0x0540	0x220B      	ADDWFC      R11, 1, 0
0x0542	0xF000C008  	MOVFF       R8, R0
0x0546	0xF001C009  	MOVFF       R9, R1
0x054A	0xF002C00A  	MOVFF       R10, R2
0x054E	0xF003C00B  	MOVFF       R11, R3
0x0552	0x0012      	RETURN      0
; end of _Mul_16x16_U
__Lib_USB_genHID_USB_CB_Handler:
0x0554	0xD00C      	BRA         L___Lib_USB_genHID_USB_CB_Handler229
L___Lib_USB_genHID_USB_CB_Handler231:
0x0556	0xDF92      	RCALL       __Lib_USB_genHID_USB_CB_Init_EP
0x0558	0xD03C      	BRA         L___Lib_USB_genHID_USB_CB_Handler230
L___Lib_USB_genHID_USB_CB_Handler232:
0x055A	0xD03B      	BRA         L___Lib_USB_genHID_USB_CB_Handler230
L___Lib_USB_genHID_USB_CB_Handler233:
0x055C	0xDFBC      	RCALL       __Lib_USB_genHID_USB_CB_Check_Other_Req
0x055E	0xD039      	BRA         L___Lib_USB_genHID_USB_CB_Handler230
L___Lib_USB_genHID_USB_CB_Handler234:
0x0560	0xD038      	BRA         L___Lib_USB_genHID_USB_CB_Handler230
L___Lib_USB_genHID_USB_CB_Handler235:
0x0562	0xD037      	BRA         L___Lib_USB_genHID_USB_CB_Handler230
L___Lib_USB_genHID_USB_CB_Handler236:
0x0564	0xD036      	BRA         L___Lib_USB_genHID_USB_CB_Handler230
L___Lib_USB_genHID_USB_CB_Handler237:
0x0566	0xD035      	BRA         L___Lib_USB_genHID_USB_CB_Handler230
L___Lib_USB_genHID_USB_CB_Handler238:
0x0568	0x0000      	NOP
0x056A	0xD033      	BRA         L___Lib_USB_genHID_USB_CB_Handler230
L___Lib_USB_genHID_USB_CB_Handler239:
0x056C	0xD032      	BRA         L___Lib_USB_genHID_USB_CB_Handler230
L___Lib_USB_genHID_USB_CB_Handler229:
0x056E	0x0E00      	MOVLW       0
0x0570	0x0103      	MOVLB       3
0x0572	0x1921      	XORWF       FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 0, 1
0x0574	0xE102      	BNZ         L___Lib_USB_genHID_USB_CB_Handler283
0x0576	0x0E01      	MOVLW       1
0x0578	0x1920      	XORWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 0, 1
L___Lib_USB_genHID_USB_CB_Handler283:
0x057A	0xE0ED      	BZ          L___Lib_USB_genHID_USB_CB_Handler231
0x057C	0x0E00      	MOVLW       0
0x057E	0x1921      	XORWF       FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 0, 1
0x0580	0xE102      	BNZ         L___Lib_USB_genHID_USB_CB_Handler284
0x0582	0x0E02      	MOVLW       2
0x0584	0x1920      	XORWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 0, 1
L___Lib_USB_genHID_USB_CB_Handler284:
0x0586	0xE0E9      	BZ          L___Lib_USB_genHID_USB_CB_Handler232
0x0588	0x0E00      	MOVLW       0
0x058A	0x1921      	XORWF       FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 0, 1
0x058C	0xE102      	BNZ         L___Lib_USB_genHID_USB_CB_Handler285
0x058E	0x0E03      	MOVLW       3
0x0590	0x1920      	XORWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 0, 1
L___Lib_USB_genHID_USB_CB_Handler285:
0x0592	0xE0E4      	BZ          L___Lib_USB_genHID_USB_CB_Handler233
0x0594	0x5121      	MOVF        FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 0, 1
0x0596	0x0A00      	XORLW       0
0x0598	0xE102      	BNZ         L___Lib_USB_genHID_USB_CB_Handler286
0x059A	0x0E73      	MOVLW       115
0x059C	0x1920      	XORWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 0, 1
L___Lib_USB_genHID_USB_CB_Handler286:
0x059E	0xE0E0      	BZ          L___Lib_USB_genHID_USB_CB_Handler234
0x05A0	0x5121      	MOVF        FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 0, 1
0x05A2	0x0A00      	XORLW       0
0x05A4	0xE102      	BNZ         L___Lib_USB_genHID_USB_CB_Handler287
0x05A6	0x0E75      	MOVLW       117
0x05A8	0x1920      	XORWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 0, 1
L___Lib_USB_genHID_USB_CB_Handler287:
0x05AA	0xE0DB      	BZ          L___Lib_USB_genHID_USB_CB_Handler235
0x05AC	0x5121      	MOVF        FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 0, 1
0x05AE	0x0A00      	XORLW       0
0x05B0	0xE102      	BNZ         L___Lib_USB_genHID_USB_CB_Handler288
0x05B2	0x0E74      	MOVLW       116
0x05B4	0x1920      	XORWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 0, 1
L___Lib_USB_genHID_USB_CB_Handler288:
0x05B6	0xE0D6      	BZ          L___Lib_USB_genHID_USB_CB_Handler236
0x05B8	0x5121      	MOVF        FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 0, 1
0x05BA	0x0A3F      	XORLW       63
0x05BC	0xE102      	BNZ         L___Lib_USB_genHID_USB_CB_Handler289
0x05BE	0x0EFF      	MOVLW       255
0x05C0	0x1920      	XORWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 0, 1
L___Lib_USB_genHID_USB_CB_Handler289:
0x05C2	0xE0D1      	BZ          L___Lib_USB_genHID_USB_CB_Handler237
0x05C4	0x5121      	MOVF        FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 0, 1
0x05C6	0x0A00      	XORLW       0
0x05C8	0xE102      	BNZ         L___Lib_USB_genHID_USB_CB_Handler290
0x05CA	0x0E72      	MOVLW       114
0x05CC	0x1920      	XORWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 0, 1
L___Lib_USB_genHID_USB_CB_Handler290:
0x05CE	0xE0CC      	BZ          L___Lib_USB_genHID_USB_CB_Handler238
0x05D0	0xD7CD      	BRA         L___Lib_USB_genHID_USB_CB_Handler239
L___Lib_USB_genHID_USB_CB_Handler230:
0x05D2	0x0E01      	MOVLW       1
0x05D4	0x6E00      	MOVWF       R0 
0x05D6	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CB_Handler
__Lib_USB_genHID_memset_usb:
0x05D8	0xF002C320  	MOVFF       FARG___Lib_USB_genHID_memset_usb_p1, R2
0x05DC	0xF003C321  	MOVFF       FARG___Lib_USB_genHID_memset_usb_p1+1, R3
L___Lib_USB_genHID_memset_usb0:
0x05E0	0xF000C323  	MOVFF       FARG___Lib_USB_genHID_memset_usb_n, R0
0x05E4	0xF001C324  	MOVFF       FARG___Lib_USB_genHID_memset_usb_n+1, R1
0x05E8	0x0E01      	MOVLW       1
0x05EA	0x0103      	MOVLB       3
0x05EC	0x5F23      	SUBWF       FARG___Lib_USB_genHID_memset_usb_n, 1, 1
0x05EE	0x0E00      	MOVLW       0
0x05F0	0x5B24      	SUBWFB      FARG___Lib_USB_genHID_memset_usb_n+1, 1, 1
0x05F2	0x5000      	MOVF        R0, 0 
0x05F4	0x1001      	IORWF       R1, 0 
0x05F6	0xE009      	BZ          L___Lib_USB_genHID_memset_usb1
0x05F8	0xFFE1C002  	MOVFF       R2, FSR1
0x05FC	0xFFE2C003  	MOVFF       R3, FSR1H
0x0600	0xFFE6C322  	MOVFF       FARG___Lib_USB_genHID_memset_usb_mem_value, POSTINC1
0x0604	0x4A02      	INFSNZ      R2, 1 
0x0606	0x2A03      	INCF        R3, 1 
0x0608	0xD7EB      	BRA         L___Lib_USB_genHID_memset_usb0
L___Lib_USB_genHID_memset_usb1:
0x060A	0x0012      	RETURN      0
; end of __Lib_USB_genHID_memset_usb
_Delay_1us:
0x060C	0x0E03      	MOVLW       3
0x060E	0x6E0D      	MOVWF       R13, 0
L__Delay_1us2:
0x0610	0x2E0D      	DECFSZ      R13, 1, 0
0x0612	0xD7FE      	BRA         L__Delay_1us2
0x0614	0x0000      	NOP
0x0616	0x0000      	NOP
0x0618	0x0012      	RETURN      0
; end of _Delay_1us
_Lcd_Cmd:
0x061A	0x0103      	MOVLB       3
0x061C	0xBF1A      	BTFSC       FARG_Lcd_Cmd_out_char, 7, 1
0x061E	0xD002      	BRA         L__Lcd_Cmd45
0x0620	0x9681      	BCF         LCD_D7, BitPos(LCD_D7+0) 
0x0622	0xD001      	BRA         L__Lcd_Cmd46
L__Lcd_Cmd45:
0x0624	0x8681      	BSF         LCD_D7, BitPos(LCD_D7+0) 
L__Lcd_Cmd46:
0x0626	0xBD1A      	BTFSC       FARG_Lcd_Cmd_out_char, 6, 1
0x0628	0xD002      	BRA         L__Lcd_Cmd47
0x062A	0x9481      	BCF         LCD_D6, BitPos(LCD_D6+0) 
0x062C	0xD001      	BRA         L__Lcd_Cmd48
L__Lcd_Cmd47:
0x062E	0x8481      	BSF         LCD_D6, BitPos(LCD_D6+0) 
L__Lcd_Cmd48:
0x0630	0xBB1A      	BTFSC       FARG_Lcd_Cmd_out_char, 5, 1
0x0632	0xD002      	BRA         L__Lcd_Cmd49
0x0634	0x9281      	BCF         LCD_D5, BitPos(LCD_D5+0) 
0x0636	0xD001      	BRA         L__Lcd_Cmd50
L__Lcd_Cmd49:
0x0638	0x8281      	BSF         LCD_D5, BitPos(LCD_D5+0) 
L__Lcd_Cmd50:
0x063A	0xB91A      	BTFSC       FARG_Lcd_Cmd_out_char, 4, 1
0x063C	0xD002      	BRA         L__Lcd_Cmd51
0x063E	0x9081      	BCF         LCD_D4, BitPos(LCD_D4+0) 
0x0640	0xD001      	BRA         L__Lcd_Cmd52
L__Lcd_Cmd51:
0x0642	0x8081      	BSF         LCD_D4, BitPos(LCD_D4+0) 
L__Lcd_Cmd52:
0x0644	0x0100      	MOVLB       0
0x0646	0xB160      	BTFSC       __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
0x0648	0xD002      	BRA         L__Lcd_Cmd53
0x064A	0x8881      	BSF         LCD_RS, BitPos(LCD_RS+0) 
0x064C	0xD001      	BRA         L__Lcd_Cmd54
L__Lcd_Cmd53:
0x064E	0x9881      	BCF         LCD_RS, BitPos(LCD_RS+0) 
L__Lcd_Cmd54:
0x0650	0x8A81      	BSF         LCD_EN, BitPos(LCD_EN+0) 
0x0652	0xDFDC      	RCALL       _Delay_1us
0x0654	0x9A81      	BCF         LCD_EN, BitPos(LCD_EN+0) 
0x0656	0x0103      	MOVLB       3
0x0658	0xB71A      	BTFSC       FARG_Lcd_Cmd_out_char, 3, 1
0x065A	0xD002      	BRA         L__Lcd_Cmd55
0x065C	0x9681      	BCF         LCD_D7, BitPos(LCD_D7+0) 
0x065E	0xD001      	BRA         L__Lcd_Cmd56
L__Lcd_Cmd55:
0x0660	0x8681      	BSF         LCD_D7, BitPos(LCD_D7+0) 
L__Lcd_Cmd56:
0x0662	0xB51A      	BTFSC       FARG_Lcd_Cmd_out_char, 2, 1
0x0664	0xD002      	BRA         L__Lcd_Cmd57
0x0666	0x9481      	BCF         LCD_D6, BitPos(LCD_D6+0) 
0x0668	0xD001      	BRA         L__Lcd_Cmd58
L__Lcd_Cmd57:
0x066A	0x8481      	BSF         LCD_D6, BitPos(LCD_D6+0) 
L__Lcd_Cmd58:
0x066C	0xB31A      	BTFSC       FARG_Lcd_Cmd_out_char, 1, 1
0x066E	0xD002      	BRA         L__Lcd_Cmd59
0x0670	0x9281      	BCF         LCD_D5, BitPos(LCD_D5+0) 
0x0672	0xD001      	BRA         L__Lcd_Cmd60
L__Lcd_Cmd59:
0x0674	0x8281      	BSF         LCD_D5, BitPos(LCD_D5+0) 
L__Lcd_Cmd60:
0x0676	0xB11A      	BTFSC       FARG_Lcd_Cmd_out_char, 0, 1
0x0678	0xD002      	BRA         L__Lcd_Cmd61
0x067A	0x9081      	BCF         LCD_D4, BitPos(LCD_D4+0) 
0x067C	0xD001      	BRA         L__Lcd_Cmd62
L__Lcd_Cmd61:
0x067E	0x8081      	BSF         LCD_D4, BitPos(LCD_D4+0) 
L__Lcd_Cmd62:
0x0680	0x0100      	MOVLB       0
0x0682	0xB160      	BTFSC       __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
0x0684	0xD002      	BRA         L__Lcd_Cmd63
0x0686	0x8881      	BSF         LCD_RS, BitPos(LCD_RS+0) 
0x0688	0xD001      	BRA         L__Lcd_Cmd64
L__Lcd_Cmd63:
0x068A	0x9881      	BCF         LCD_RS, BitPos(LCD_RS+0) 
L__Lcd_Cmd64:
0x068C	0x8A81      	BSF         LCD_EN, BitPos(LCD_EN+0) 
0x068E	0xDFBE      	RCALL       _Delay_1us
0x0690	0x9A81      	BCF         LCD_EN, BitPos(LCD_EN+0) 
0x0692	0xA160      	BTFSS       __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
0x0694	0xD002      	BRA         L__Lcd_Cmd2
0x0696	0xDF24      	RCALL       _Delay_5500us
0x0698	0xD001      	BRA         L__Lcd_Cmd3
L__Lcd_Cmd2:
0x069A	0xDF2D      	RCALL       _Delay_50us
L__Lcd_Cmd3:
0x069C	0x0012      	RETURN      0
; end of _Lcd_Cmd
__Lib_USB_genHID_USB_Set_Cfg_Handler:
0x069E	0x0100      	MOVLB       0
0x06A0	0x8FFF      	BSF         __Lib_USB_genHID_inPipes+3, 7, 1
0x06A2	0x0E71      	MOVLW       UEP1
0x06A4	0x0103      	MOVLB       3
0x06A6	0x6F20      	MOVWF       FARG___Lib_USB_genHID_memset_usb_p1, 1
0x06A8	0x0E0F      	MOVLW       hi_addr(UEP1)
0x06AA	0x6F21      	MOVWF       FARG___Lib_USB_genHID_memset_usb_p1+1, 1
0x06AC	0x6B22      	CLRF        FARG___Lib_USB_genHID_memset_usb_mem_value, 1
0x06AE	0x0E01      	MOVLW       1
0x06B0	0x6F23      	MOVWF       FARG___Lib_USB_genHID_memset_usb_n, 1
0x06B2	0x0E00      	MOVLW       0
0x06B4	0x6F24      	MOVWF       FARG___Lib_USB_genHID_memset_usb_n+1, 1
0x06B6	0xDF90      	RCALL       __Lib_USB_genHID_memset_usb
0x06B8	0x0EEC      	MOVLW       __Lib_USB_genHID_USBAlternateInterface
0x06BA	0x6F20      	MOVWF       FARG___Lib_USB_genHID_memset_usb_p1, 1
0x06BC	0x0E00      	MOVLW       hi_addr(__Lib_USB_genHID_USBAlternateInterface)
0x06BE	0x6F21      	MOVWF       FARG___Lib_USB_genHID_memset_usb_p1+1, 1
0x06C0	0x6B22      	CLRF        FARG___Lib_USB_genHID_memset_usb_mem_value, 1
0x06C2	0x0E01      	MOVLW       1
0x06C4	0x6F23      	MOVWF       FARG___Lib_USB_genHID_memset_usb_n, 1
0x06C6	0x0E00      	MOVLW       0
0x06C8	0x6F24      	MOVWF       FARG___Lib_USB_genHID_memset_usb_n+1, 1
0x06CA	0xDF86      	RCALL       __Lib_USB_genHID_memset_usb
0x06CC	0xF0E4C422  	MOVFF       1058, __Lib_USB_genHID_USBActiveConfiguration
0x06D0	0x0100      	MOVLB       0
0x06D2	0x51E4      	MOVF        __Lib_USB_genHID_USBActiveConfiguration, 0, 1
0x06D4	0x0A00      	XORLW       0
0x06D6	0xE103      	BNZ         L___Lib_USB_genHID_USB_Set_Cfg_Handler189
0x06D8	0x0E10      	MOVLW       16
0x06DA	0x6E57      	MOVWF       __Lib_USB_genHID_USBDeviceState 
0x06DC	0xD010      	BRA         L___Lib_USB_genHID_USB_Set_Cfg_Handler190
L___Lib_USB_genHID_USB_Set_Cfg_Handler189:
0x06DE	0x0E20      	MOVLW       32
0x06E0	0x6E57      	MOVWF       __Lib_USB_genHID_USBDeviceState 
0x06E2	0x0E01      	MOVLW       1
0x06E4	0x0103      	MOVLB       3
0x06E6	0x6F20      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 1
0x06E8	0x0E00      	MOVLW       0
0x06EA	0x6F21      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 1
0x06EC	0x0EE4      	MOVLW       __Lib_USB_genHID_USBActiveConfiguration
0x06EE	0x6F22      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_pdata, 1
0x06F0	0x0E00      	MOVLW       hi_addr(__Lib_USB_genHID_USBActiveConfiguration)
0x06F2	0x6F23      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_pdata+1, 1
0x06F4	0x0E01      	MOVLW       1
0x06F6	0x6F24      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_size, 1
0x06F8	0x0E00      	MOVLW       0
0x06FA	0x6F25      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_size+1, 1
0x06FC	0xDF2B      	RCALL       __Lib_USB_genHID_USB_CB_Handler
L___Lib_USB_genHID_USB_Set_Cfg_Handler190:
0x06FE	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Set_Cfg_Handler
__Lib_USB_genHID_USB_Get_Status_Handler:
0x0700	0x0104      	MOVLB       4
0x0702	0x6B28      	CLRF        __Lib_USB_genHID_CtrlTrfData, 1
0x0704	0x6B29      	CLRF        1065, 1
0x0706	0xD04A      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler149
L___Lib_USB_genHID_USB_Get_Status_Handler151:
0x0708	0x0100      	MOVLB       0
0x070A	0x8FFF      	BSF         __Lib_USB_genHID_inPipes+3, 7, 1
0x070C	0x0104      	MOVLB       4
0x070E	0x8128      	BSF         __Lib_USB_genHID_CtrlTrfData, 0, 1
0x0710	0x0100      	MOVLB       0
0x0712	0x51ED      	MOVF        __Lib_USB_genHID_RemoteWakeup, 0, 1
0x0714	0x0A01      	XORLW       1
0x0716	0xE102      	BNZ         L___Lib_USB_genHID_USB_Get_Status_Handler153
0x0718	0x0104      	MOVLB       4
0x071A	0x8328      	BSF         __Lib_USB_genHID_CtrlTrfData, 1, 1
L___Lib_USB_genHID_USB_Get_Status_Handler153:
0x071C	0xD054      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler150
